TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400286","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","967977979","09/04/2024","08:36:49","40","162","3.24","68","HiAvg","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR45L","BR145L","5L","","","","Foundational Skills","162","7.0","155-169","HiAvg","Language and Writing","160","6.6","153-167","HiAvg","Literature and Informational Text","159","6.6","152-166","Avg","Vocabulary Use and Functions","168","6.3","162-174","High","","","","","","","","","","","","","","","","","","","","","17","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400301","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","966630306","09/05/2024","08:44:22","45","168","3.27","74","HiAvg","54","0.0000","19","13","4.67","No","-0.74","23","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM85Q","EM135Q","EM35Q","Operations and Algebraic Thinking","169","6.7","162-176","HiAvg","Number and Operations","164","6.5","158-170","HiAvg","Measurement and Data","165","6.5","159-172","HiAvg","Geometry","174","6.5","167-181","High","","","","","","","","","","","","","","","","","","","","","15","9","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400301","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","967977811","09/04/2024","08:37:00","36","162","3.28","68","HiAvg","58","0.0000","18","15","4.63","No*","-0.40","34","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR45L","BR145L","5L","","","","Foundational Skills","151","6.7","144-158","LoAvg","Language and Writing","165","6.7","158-172","HiAvg","Literature and Informational Text","164","6.7","157-171","HiAvg","Vocabulary Use and Functions","168","6.2","162-174","High","","","","","","","","","","","","","","","","","","","","","17","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400319","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","962234114","08/28/2024","09:45:58","18","171","3.16","10","Low","49","0.0000","14","14","4.54","Yes*","-0.03","49","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM30Q","EM80Q","20Q","Operations and Algebraic Thinking","171","6.4","165-177","Low","Number and Operations","172","6.3","166-178","Low","Measurement and Data","175","6.3","169-181","Low","Geometry","165","6.5","159-172","Low","","","","","","","","","","","","","","","","","","","","","12","9","14","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400319","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","962234170","08/28/2024","09:10:04","28","172","3.29","19","Low","45","0.0000","14","8","4.65","No","-0.73","23","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150L","50L","200L","","","","Literary Text","161","6.6","154-168","Low","Informational Text","181","5.8","175-187","LoAvg","Vocabulary","175","6.1","169-181","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","11","9","12","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400327","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","967977812","09/04/2024","09:47:15","51","214","3.15","28","LoAvg","53","0.0000","6","-5","4.46","No","-1.81","4","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710Q","660Q","760Q","Operations and Algebraic Thinking","213","6.5","206-220","LoAvg","The Real and Complex Number Systems","217","6.6","210-224","LoAvg","Geometry","220","6.9","213-227","LoAvg","Statistics and Probability","207","6.3","201-213","Low","","","","","","","","","","","","","","","","","","","","","3","3","6","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 1","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400327","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","967977816","09/04/2024","08:13:49","67","230","3.33","76","HiAvg","48","0.0000","3","5","4.74","Yes*","0.25","60","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270L","1170L","1320L","","","","Literary Text","225","5.9","219-231","HiAvg","Informational Text","233","5.7","227-239","HiAvg","Vocabulary","233","5.9","227-239","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","2","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400327","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","965678782","09/06/2024","08:08:23","47","227","3.38","91","High","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","226","5.8","220-232","High","Physical Science","224","5.8","218-230","High","Earth and Space Science","233","6.3","227-239","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","2","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400335","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","980612658","09/27/2024","08:58:46","45","170","3.29","35","LoAvg","45","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM50Q","EM100Q","0Q","Operations and Algebraic Thinking","170","6.8","163-177","LoAvg","Number and Operations","168","6.7","161-175","LoAvg","Measurement and Data","162","7.1","155-169","Low","Geometry","180","7.1","173-187","HiAvg","","","","","","","","","","","","","","","","","","","","","14","9","15","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400335","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","957598688","08/22/2024","09:30:03","23","165","3.27","31","LoAvg","51","0.0000","13","35","4.62","Yes","2.49","99","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15L","BR85L","65L","","","","Foundational Skills","165","6.8","158-172","LoAvg","Language and Writing","165","6.4","159-171","LoAvg","Literature and Informational Text","168","6.4","162-174","LoAvg","Vocabulary Use and Functions","164","6.6","157-171","LoAvg","","","","","","","","","","","","","","","","","","","","","14","9","14","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400343","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","988705559","12/09/2024","09:46:42","18","154","3.25","88","High","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM325Q","EM375Q","EM275Q","Operations and Algebraic Thinking","149","6.4","143-155","HiAvg","Number and Operations","150","7.0","143-157","HiAvg","Measurement and Data","152","6.8","145-159","High","Geometry","164","6.9","157-171","High","","","","","","","","","","","","","","","","","","","","","19","9","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400343","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","993424558","12/16/2024","09:25:41","23","155","3.30","93","High","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR180L","BR280L","BR130L","","","","Foundational Skills","149","6.8","142-156","High","Language and Writing","163","6.9","156-170","High","Literature and Informational Text","155","6.5","149-161","High","Vocabulary Use and Functions","152","6.9","145-159","High","","","","","","","","","","","","","","","","","","","","","16","7","13","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400351","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","962234179","08/28/2024","09:31:32","19","151","3.18","1","Low","53","0.0000","15","16","4.57","Yes*","0.10","54","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM375Q","EM400Q","EM325Q","Operations and Algebraic Thinking","161","7.1","154-168","Low","Number and Operations","153","6.6","146-160","Low","Measurement and Data","145","6.5","138-152","Low","Geometry","146","6.5","140-153","Low","","","","","","","","","","","","","","","","","","","","","13","10","15","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400351","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","962234210","08/28/2024","09:10:04","13","150","3.45","1","Low","33","13.9535","13","8","4.77","No","-0.61","27","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR275L","BR375L","BR225L","","","","Literary Text","157","6.1","151-163","Low","Informational Text","143","5.9","137-149","Low","Vocabulary","151","5.9","145-157","Low","","","","","","","","","","","","","","","","","","","","","","","","","","12","11","15","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400369","","Mathematics","Algebra 1","TRUE","USER","4","","","","","","Survey With Goals","Growth: Algebra 1 CCSS 2010","975452325","09/16/2024","08:30:19","126","255","3.30","95","High","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Equations and Inequalities","259","7.1","252-266","High","Numerical and Algebraic Expressions","256","6.5","250-262","High","Functions","246","7.1","239-253","High","Descriptive Statistics","261","7.1","254-268","High","","","","","","","","","","","","","","","","","","","","","","4","9","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400369","","Science","Life Sciences","TRUE","USER","4","","","","","","Survey With Goals","Growth: Science 9-12 Life Science: for use with NGSS 2013 1.1","974839671","09/19/2024","08:06:59","46","229","3.30","87","High","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","From Molecules to Organisms: Structures and Processes","227","5.6","221-233","High","Ecosystems: Interactions, Energy, and Dynamics","229","5.8","223-235","High","Heredity: Inheritance and Variation of Traits; Biological Evolution: Unity and Diversity","232","5.8","226-238","High","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400369","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","975452233","09/18/2024","08:35:53","77","232","3.40","72","HiAvg","58","0.0000","2","-1","4.76","No*","-0.23","41","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1305L","1205L","1355L","","","","Literary Text","233","5.9","227-239","HiAvg","Informational Text","229","6.0","223-235","HiAvg","Vocabulary","234","5.8","228-240","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","ACT College Readiness","On Track 22","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400377","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","980612664","09/27/2024","08:58:45","24","173","3.27","44","Avg","55","0.0000","15","15","4.62","Yes*","-0.03","49","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5Q","EM45Q","55Q","Operations and Algebraic Thinking","171","6.9","164-178","LoAvg","Number and Operations","169","6.8","162-176","LoAvg","Measurement and Data","179","6.4","173-185","HiAvg","Geometry","173","6.4","167-179","Avg","","","","","","","","","","","","","","","","","","","","","13","9","15","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400377","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","957598724","08/22/2024","09:30:03","26","160","3.29","21","LoAvg","50","0.0000","14","20","4.62","Yes","0.63","74","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR80L","BR180L","BR30L","","","","Foundational Skills","163","6.8","156-170","LoAvg","Language and Writing","161","6.5","154-168","LoAvg","Literature and Informational Text","154","6.6","147-161","Low","Vocabulary Use and Functions","165","6.8","158-172","LoAvg","","","","","","","","","","","","","","","","","","","","","14","10","15","","","","","","HI-Smarter Balanced Assessment Consortia","Level 2","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400385","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","964824644","09/09/2024","09:35:28","24","164","3.27","62","HiAvg","56","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM150Q","EM200Q","EM100Q","Operations and Algebraic Thinking","165","6.7","158-172","HiAvg","Number and Operations","168","6.6","161-175","HiAvg","Measurement and Data","162","6.5","156-168","Avg","Geometry","161","6.6","154-168","Avg","","","","","","","","","","","","","","","","","","","","","15","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400385","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","964824650","09/09/2024","09:01:52","29","167","3.28","81","High","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55L","BR45L","105L","","","","Foundational Skills","162","6.6","155-169","HiAvg","Language and Writing","175","7.1","168-182","High","Literature and Informational Text","159","7.1","152-166","Avg","Vocabulary Use and Functions","174","7.1","167-181","High","","","","","","","","","","","","","","","","","","","","","18","9","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400418","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","966630250","09/05/2024","08:45:59","36","154","3.28","31","LoAvg","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM325Q","EM375Q","EM275Q","Operations and Algebraic Thinking","161","6.7","154-168","Avg","Number and Operations","160","6.8","153-167","Avg","Measurement and Data","153","6.7","146-160","LoAvg","Geometry","144","6.5","138-150","Low","","","","","","","","","","","","","","","","","","","","","15","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400418","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","967978041","09/04/2024","08:36:32","30","160","3.25","63","HiAvg","48","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR80L","BR180L","BR30L","","","","Foundational Skills","161","6.5","155-167","HiAvg","Language and Writing","160","6.9","153-167","HiAvg","Literature and Informational Text","144","7.9","136-152","LoAvg","Vocabulary Use and Functions","174","8.0","166-182","High","","","","","","","","","","","","","","","","","","","","","17","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400426","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","967977822","09/03/2024","13:36:22","57","177","3.21","20","Low","56","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70Q","20Q","120Q","Operations and Algebraic Thinking","170","6.6","163-177","Low","Number and Operations","188","6.7","181-195","Avg","Measurement and Data","176","6.6","169-183","Low","Geometry","170","6.7","163-177","Low","","","","","","","","","","","","","","","","","","","","","12","8","13","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400426","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","961192191","08/28/2024","09:12:04","134","192","3.47","63","HiAvg","61","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535L","435L","585L","","","","Literary Text","188","5.9","182-194","Avg","Informational Text","189","5.8","183-195","Avg","Vocabulary","200","6.6","193-207","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","10","7","10","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400434","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 2-5 CCSS 2010 V2","962234138","08/28/2024","10:34:11","35","186","3.16","17","Low","51","0.0000","12","7","4.50","No","-0.77","22","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230Q","180Q","280Q","Operations and Algebraic Thinking","191","6.5","184-198","LoAvg","Number and Operations","180","6.4","174-186","Low","Measurement and Data","187","6.3","181-193","LoAvg","Geometry","184","6.6","177-191","Low","","","","","","","","","","","","","","","","","","","","","9","7","11","","","","","","HI-Smarter Balanced Assessment Consortia","Level 1","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400434","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 2-5 CCSS 2010 V4","962234230","08/28/2024","11:34:01","65","199","3.49","56","Avg","58","2.5000","11","35","4.83","Yes","3.05","99","High","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670L","570L","720L","","","","Literary Text","197","6.3","191-203","Avg","Informational Text","202","6.2","196-208","HiAvg","Vocabulary","199","5.7","193-205","Avg","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","8","","","","","","HI-Smarter Balanced Assessment Consortia","Level 3","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400434","","Science","Science K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Science 3-5: for use with NGSS 2013","961192195","08/29/2024","10:37:00","52","198","3.32","61","HiAvg","45","2.5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","196","5.9","190-202","Avg","Physical Science","208","6.2","202-214","High","Earth and Space Science","189","6.2","183-195","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","6","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400442","","Mathematics","Math K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Math 6+ CCSS 2010 V2","953132256","08/14/2024","08:13:20","74","214","3.13","36","LoAvg","49","2.3256","7","3","4.46","No*","-0.65","26","LoAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710Q","660Q","760Q","Operations and Algebraic Thinking","209","6.4","203-215","LoAvg","The Real and Complex Number Systems","217","6.7","210-224","Avg","Geometry","221","6.3","215-227","Avg","Statistics and Probability","209","6.6","202-216","LoAvg","","","","","","","","","","","","","","","","","","","","","6","4","6","","","","ACT College Readiness","Not On Track","HI-Smarter Balanced Assessment Consortia","Level 2","SAT","Not On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400442","","Language Arts","Reading","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Reading 6+ CCSS 2010 V4","953746521","08/13/2024","08:14:12","110","228","3.28","80","HiAvg","48","0.0000","2","-11","4.72","No","-1.86","3","Low","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1230L","1130L","1280L","","","","Literary Text","229","5.6","223-235","High","Informational Text","223","5.9","217-229","HiAvg","Vocabulary","232","5.7","226-238","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","","","","ACT College Readiness","On Track 24","HI-Smarter Balanced Assessment Consortia","Level 3","SAT","On Track","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400442","","Science","Science K-12","TRUE","2020","4","","","4","","","Survey With Goals","Growth: Science 6-8: for use with NGSS 2013","954058079","08/12/2024","08:15:59","79","225","3.23","93","High","50","0.0000","3","7","4.65","Yes*","0.68","75","HiAvg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Life Science","227","5.8","221-233","High","Physical Science","227","5.7","221-233","High","Earth and Space Science","219","5.7","213-225","High","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","2","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400450","","Mathematics","Math K-12","TRUE","2020","4","","","","","","Survey With Goals","Growth: Math K-2 CCSS 2010 V2","966630248","09/05/2024","08:45:55","42","160","3.28","50","Avg","50","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EM220Q","EM270Q","EM170Q","Operations and Algebraic Thinking","150","7.1","143-157","LoAvg","Number and Operations","165","6.8","158-172","HiAvg","Measurement and Data","161","6.5","155-168","Avg","Geometry","165","6.7","158-172","HiAvg","","","","","","","","","","","","","","","","","","","","","15","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"Fall 2024-2025","Hawaii Academy Of Arts and Sciences Pcs","","Hawaii Academy of Arts and Science","","5612400450","","Language Arts","Reading","TRUE","2020","4","","","","","","Survey With Goals","Growth: Reading K-2 CCSS 2010","967978061","09/04/2024","08:37:26","27","161","3.26","66","HiAvg","54","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR60L","BR160L","BR10L","","","","Foundational Skills","163","6.6","156-170","HiAvg","Language and Writing","154","6.8","147-161","Avg","Literature and Informational Text","160","6.5","154-166","HiAvg","Vocabulary Use and Functions","165","6.6","158-172","HiAvg","","","","","","","","","","","","","","","","","","","","","17","10","15","","","","","","","","","","","","","","","","","","","","","","",""
